destination,origin,flow,year
Minnesota,Kentucky,179,2022
Mississippi,Kentucky,857,2022
Missouri,Kentucky,735,2022
Montana,Kentucky,15,2022
Nebraska,Kentucky,104,2022
Nevada,Kentucky,275,2022
New Hampshire,Kentucky,0,2022
New Jersey,Kentucky,357,2022
New Mexico,Kentucky,671,2022
New York,Kentucky,1167,2022
North Carolina,Kentucky,2152,2022
North Dakota,Kentucky,19,2022
Ohio,Kentucky,13836,2022
Oklahoma,Kentucky,657,2022
Oregon,Kentucky,53,2022
Pennsylvania,Kentucky,1371,2022
Rhode Island,Kentucky,84,2022
South Carolina,Kentucky,1832,2022
South Dakota,Kentucky,60,2022
Tennessee,Kentucky,8227,2022
Texas,Kentucky,8006,2022
Utah,Kentucky,702,2022
Vermont,Kentucky,320,2022
Virginia,Kentucky,2105,2022
Washington,Kentucky,816,2022
West Virginia,Kentucky,981,2022
Wisconsin,Kentucky,589,2022
Wyoming,Kentucky,17,2022
Alabama,Louisiana,5461,2022
Alaska,Louisiana,186,2022
Arizona,Louisiana,734,2022
Arkansas,Louisiana,4994,2022
California,Louisiana,3954,2022
Colorado,Louisiana,1520,2022
Connecticut,Louisiana,75,2022
Delaware,Louisiana,0,2022
District of Columbia,Louisiana,205,2022
Florida,Louisiana,8497,2022
Georgia,Louisiana,4426,2022
Hawaii,Louisiana,782,2022
Idaho,Louisiana,120,2022
Illinois,Louisiana,1823,2022
Indiana,Louisiana,1328,2022
Iowa,Louisiana,1095,2022
Kansas,Louisiana,1730,2022
Kentucky,Louisiana,397,2022
Maine,Louisiana,139,2022
Maryland,Louisiana,732,2022
Massachusetts,Louisiana,1188,2022
Michigan,Louisiana,781,2022
Minnesota,Louisiana,316,2022
Mississippi,Louisiana,10360,2022
Missouri,Louisiana,1359,2022
Montana,Louisiana,857,2022
Nebraska,Louisiana,496,2022
Nevada,Louisiana,2125,2022
New Hampshire,Louisiana,0,2022
New Jersey,Louisiana,753,2022
New Mexico,Louisiana,304,2022
New York,Louisiana,719,2022
North Carolina,Louisiana,2191,2022
North Dakota,Louisiana,506,2022
Ohio,Louisiana,2047,2022
Oklahoma,Louisiana,2140,2022
Oregon,Louisiana,1190,2022
Pennsylvania,Louisiana,2744,2022
Rhode Island,Louisiana,86,2022
South Carolina,Louisiana,2225,2022
South Dakota,Louisiana,320,2022
Tennessee,Louisiana,4772,2022
Texas,Louisiana,25192,2022
Utah,Louisiana,34,2022
Vermont,Louisiana,25,2022
Virginia,Louisiana,1978,2022
Washington,Louisiana,1222,2022
West Virginia,Louisiana,371,2022
Wisconsin,Louisiana,1137,2022
Wyoming,Louisiana,261,2022
Alabama,Maine,141,2022
Alaska,Maine,0,2022
Arizona,Maine,647,2022
Arkansas,Maine,74,2022
California,Maine,939,2022
Colorado,Maine,455,2022
Connecticut,Maine,1137,2022
Delaware,Maine,352,2022
District of Columbia,Maine,79,2022
Florida,Maine,6242,2022
Georgia,Maine,272,2022
Hawaii,Maine,270,2022
Idaho,Maine,44,2022
Illinois,Maine,304,2022
Indiana,Maine,135,2022
Iowa,Maine,69,2022
Kansas,Maine,0,2022
Kentucky,Maine,202,2022
Louisiana,Maine,83,2022
Maryland,Maine,474,2022
Massachusetts,Maine,4545,2022
Michigan,Maine,555,2022
Minnesota,Maine,100,2022
Mississippi,Maine,10,2022
Missouri,Maine,380,2022
Montana,Maine,515,2022
Nebraska,Maine,100,2022
Nevada,Maine,0,2022
New Hampshire,Maine,2743,2022
New Jersey,Maine,287,2022
New Mexico,Maine,107,2022
New York,Maine,2949,2022
North Carolina,Maine,2021,2022
North Dakota,Maine,25,2022
Ohio,Maine,250,2022
Oklahoma,Maine,205,2022
Oregon,Maine,626,2022
Pennsylvania,Maine,1205,2022
Rhode Island,Maine,310,2022
South Carolina,Maine,1080,2022
South Dakota,Maine,0,2022
Tennessee,Maine,0,2022
Texas,Maine,1910,2022
Utah,Maine,501,2022
Vermont,Maine,1068,2022
Virginia,Maine,161,2022
Washington,Maine,835,2022
West Virginia,Maine,0,2022
Wisconsin,Maine,235,2022
Wyoming,Maine,17,2022
Alabama,Maryland,1517,2022
Alaska,Maryland,142,2022
Arizona,Maryland,1955,2022
Arkansas,Maryland,1212,2022
California,Maryland,7903,2022
Colorado,Maryland,3033,2022
Connecticut,Maryland,2460,2022
Delaware,Maryland,9709,2022
District of Columbia,Maryland,13093,2022
Florida,Maryland,23422,2022
Georgia,Maryland,6706,2022
Hawaii,Maryland,1269,2022
Idaho,Maryland,1426,2022
Illinois,Maryland,2260,2022
Indiana,Maryland,1739,2022
Iowa,Maryland,653,2022
Kansas,Maryland,192,2022
Kentucky,Maryland,903,2022
Louisiana,Maryland,912,2022
Maine,Maryland,114,2022
Massachusetts,Maryland,3404,2022
Michigan,Maryland,1513,2022
Minnesota,Maryland,2514,2022
Mississippi,Maryland,394,2022
Missouri,Maryland,864,2022
Montana,Maryland,69,2022
Nebraska,Maryland,236,2022
Nevada,Maryland,317,2022
New Hampshire,Maryland,726,2022
New Jersey,Maryland,3249,2022
New Mexico,Maryland,457,2022
New York,Maryland,7787,2022
North Carolina,Maryland,12924,2022
North Dakota,Maryland,94,2022
Ohio,Maryland,3284,2022
Oklahoma,Maryland,213,2022
Oregon,Maryland,687,2022
Pennsylvania,Maryland,22247,2022
Rhode Island,Maryland,1143,2022
South Carolina,Maryland,7891,2022
South Dakota,Maryland,0,2022
Tennessee,Maryland,2635,2022
Texas,Maryland,13711,2022
Utah,Maryland,1030,2022
Vermont,Maryland,842,2022
Virginia,Maryland,28470,2022
Washington,Maryland,2038,2022
West Virginia,Maryland,5246,2022
Wisconsin,Maryland,548,2022
Wyoming,Maryland,253,2022
Alabama,Massachusetts,599,2022
Alaska,Massachusetts,285,2022
Arizona,Massachusetts,3143,2022
Arkansas,Massachusetts,145,2022
California,Massachusetts,15540,2022
Colorado,Massachusetts,3976,2022
Connecticut,Massachusetts,21256,2022
Delaware,Massachusetts,384,2022
District of Columbia,Massachusetts,1401,2022
Florida,Massachusetts,20320,2022
Georgia,Massachusetts,3299,2022
Hawaii,Massachusetts,397,2022
Idaho,Massachusetts,577,2022
Illinois,Massachusetts,5625,2022
Indiana,Massachusetts,1308,2022
Iowa,Massachusetts,3,2022
Kansas,Massachusetts,803,2022
Kentucky,Massachusetts,904,2022
Louisiana,Massachusetts,211,2022
Maine,Massachusetts,8663,2022
Maryland,Massachusetts,2686,2022
Michigan,Massachusetts,1791,2022
Minnesota,Massachusetts,1005,2022
Mississippi,Massachusetts,402,2022
Missouri,Massachusetts,1239,2022
Montana,Massachusetts,158,2022
Nebraska,Massachusetts,800,2022
Nevada,Massachusetts,748,2022
New Hampshire,Massachusetts,23605,2022
New Jersey,Massachusetts,4383,2022
New Mexico,Massachusetts,364,2022
New York,Massachusetts,20673,2022
North Carolina,Massachusetts,6781,2022
North Dakota,Massachusetts,51,2022
Ohio,Massachusetts,3523,2022
Oklahoma,Massachusetts,604,2022
Oregon,Massachusetts,2062,2022
Pennsylvania,Massachusetts,7541,2022
Rhode Island,Massachusetts,12606,2022
South Carolina,Massachusetts,5109,2022
South Dakota,Massachusetts,76,2022
Tennessee,Massachusetts,2424,2022
Texas,Massachusetts,9565,2022
Utah,Massachusetts,1391,2022
Vermont,Massachusetts,4760,2022
Virginia,Massachusetts,4709,2022
Washington,Massachusetts,5773,2022
West Virginia,Massachusetts,8,2022
Wisconsin,Massachusetts,877,2022
Wyoming,Massachusetts,91,2022
Alabama,Michigan,1033,2022
Alaska,Michigan,40,2022
Arizona,Michigan,7449,2022
Arkansas,Michigan,405,2022
California,Michigan,11714,2022
Colorado,Michigan,3711,2022
Connecticut,Michigan,3100,2022
Delaware,Michigan,462,2022
District of Columbia,Michigan,1337,2022
Florida,Michigan,23781,2022
Georgia,Michigan,5816,2022
Hawaii,Michigan,524,2022
Idaho,Michigan,523,2022
Illinois,Michigan,12283,2022
Indiana,Michigan,13184,2022
Iowa,Michigan,1932,2022
Kansas,Michigan,936,2022
Kentucky,Michigan,2458,2022
Louisiana,Michigan,2062,2022
Maine,Michigan,311,2022
Maryland,Michigan,1470,2022
Massachusetts,Michigan,2683,2022
Minnesota,Michigan,1923,2022
Mississippi,Michigan,512,2022
Missouri,Michigan,1170,2022
Montana,Michigan,490,2022
Nebraska,Michigan,235,2022
Nevada,Michigan,2675,2022
New Hampshire,Michigan,0,2022
New Jersey,Michigan,985,2022
New Mexico,Michigan,364,2022
New York,Michigan,3851,2022
North Carolina,Michigan,4295,2022
North Dakota,Michigan,124,2022
Ohio,Michigan,12753,2022
Oklahoma,Michigan,770,2022
Oregon,Michigan,1139,2022
Pennsylvania,Michigan,3322,2022
Rhode Island,Michigan,158,2022
South Carolina,Michigan,1829,2022
South Dakota,Michigan,375,2022
Tennessee,Michigan,5843,2022
Texas,Michigan,13692,2022
Utah,Michigan,1263,2022
Vermont,Michigan,201,2022
Virginia,Michigan,3808,2022
Washington,Michigan,3541,2022
West Virginia,Michigan,1056,2022
Wisconsin,Michigan,4250,2022
Wyoming,Michigan,47,2022
Alabama,Minnesota,322,2022
Alaska,Minnesota,356,2022
Arizona,Minnesota,3927,2022
Arkansas,Minnesota,1171,2022
California,Minnesota,5143,2022
Colorado,Minnesota,4690,2022
Connecticut,Minnesota,894,2022
Delaware,Minnesota,18,2022
District of Columbia,Minnesota,817,2022
Florida,Minnesota,9192,2022
Georgia,Minnesota,1825,2022
Hawaii,Minnesota,264,2022
Idaho,Minnesota,1315,2022
Illinois,Minnesota,3743,2022
Indiana,Minnesota,1742,2022
Iowa,Minnesota,5386,2022
Kansas,Minnesota,1606,2022
Kentucky,Minnesota,192,2022
Louisiana,Minnesota,719,2022
Maine,Minnesota,410,2022
Maryland,Minnesota,1483,2022
Massachusetts,Minnesota,1426,2022
Michigan,Minnesota,3070,2022
Mississippi,Minnesota,311,2022
Missouri,Minnesota,3292,2022
Montana,Minnesota,1234,2022
Nebraska,Minnesota,1180,2022
Nevada,Minnesota,1863,2022
New Hampshire,Minnesota,275,2022
New Jersey,Minnesota,1400,2022
New Mexico,Minnesota,373,2022
New York,Minnesota,1922,2022
North Carolina,Minnesota,3518,2022
North Dakota,Minnesota,13047,2022
Ohio,Minnesota,1972,2022
Oklahoma,Minnesota,778,2022
Oregon,Minnesota,1525,2022
Pennsylvania,Minnesota,1239,2022
Rhode Island,Minnesota,234,2022
South Carolina,Minnesota,1234,2022
South Dakota,Minnesota,6934,2022
Tennessee,Minnesota,1809,2022
Texas,Minnesota,9423,2022
Utah,Minnesota,980,2022
Vermont,Minnesota,47,2022
Virginia,Minnesota,1703,2022
Washington,Minnesota,5002,2022
West Virginia,Minnesota,31,2022
Wisconsin,Minnesota,19307,2022
Wyoming,Minnesota,463,2022
Alabama,Mississippi,5736,2022
Alaska,Mississippi,70,2022
Arizona,Mississippi,600,2022
Arkansas,Mississippi,3380,2022
California,Mississippi,880,2022
Colorado,Mississippi,2175,2022
Connecticut,Mississippi,304,2022
Delaware,Mississippi,0,2022
District of Columbia,Mississippi,23,2022
Florida,Mississippi,3937,2022
Georgia,Mississippi,1986,2022
Hawaii,Mississippi,503,2022
Idaho,Mississippi,0,2022
Illinois,Mississippi,853,2022
Indiana,Mississippi,116,2022
Iowa,Mississippi,408,2022
Kansas,Mississippi,0,2022
Kentucky,Mississippi,478,2022
Louisiana,Mississippi,3858,2022
Maine,Mississippi,90,2022
Maryland,Mississippi,1055,2022
Massachusetts,Mississippi,327,2022
Michigan,Mississippi,946,2022
Minnesota,Mississippi,921,2022
Missouri,Mississippi,1733,2022
Montana,Mississippi,229,2022
Nebraska,Mississippi,274,2022
Nevada,Mississippi,970,2022
New Hampshire,Mississippi,0,2022
New Jersey,Mississippi,0,2022
New Mexico,Mississippi,144,2022
New York,Mississippi,769,2022
North Carolina,Mississippi,582,2022
North Dakota,Mississippi,5,2022
Ohio,Mississippi,181,2022
Oklahoma,Mississippi,722,2022
Oregon,Mississippi,358,2022
Pennsylvania,Mississippi,1141,2022
Rhode Island,Mississippi,67,2022
South Carolina,Mississippi,2505,2022
South Dakota,Mississippi,114,2022
Tennessee,Mississippi,9491,2022
Texas,Mississippi,8177,2022
Utah,Mississippi,79,2022
Vermont,Mississippi,140,2022
Virginia,Mississippi,2049,2022
Washington,Mississippi,680,2022
West Virginia,Mississippi,91,2022
Wisconsin,Mississippi,378,2022
Wyoming,Mississippi,71,2022
Alabama,Missouri,1421,2022
Alaska,Missouri,367,2022
Arizona,Missouri,7362,2022
Arkansas,Missouri,3905,2022
California,Missouri,6369,2022
Colorado,Missouri,6137,2022
Connecticut,Missouri,1012,2022
Delaware,Missouri,768,2022
District of Columbia,Missouri,440,2022
Florida,Missouri,10919,2022
Georgia,Missouri,4341,2022
Hawaii,Missouri,627,2022
Idaho,Missouri,501,2022
Illinois,Missouri,15923,2022
Indiana,Missouri,1907,2022
Iowa,Missouri,3657,2022
Kansas,Missouri,20905,2022
Kentucky,Missouri,2688,2022
Louisiana,Missouri,1633,2022
Maine,Missouri,420,2022
Maryland,Missouri,975,2022
Massachusetts,Missouri,3450,2022
Michigan,Missouri,3446,2022
Minnesota,Missouri,2232,2022
Mississippi,Missouri,686,2022
Montana,Missouri,1092,2022
Nebraska,Missouri,3627,2022
Nevada,Missouri,777,2022
New Hampshire,Missouri,49,2022
New Jersey,Missouri,299,2022
New Mexico,Missouri,1237,2022
New York,Missouri,2589,2022
North Carolina,Missouri,4786,2022
North Dakota,Missouri,144,2022
Ohio,Missouri,2945,2022
Oklahoma,Missouri,5711,2022
Oregon,Missouri,120,2022
Pennsylvania,Missouri,1160,2022
Rhode Island,Missouri,1063,2022
South Carolina,Missouri,2362,2022
South Dakota,Missouri,627,2022
Tennessee,Missouri,3102,2022
Texas,Missouri,12766,2022
Utah,Missouri,1723,2022
Vermont,Missouri,19,2022
Virginia,Missouri,2025,2022
Washington,Missouri,3187,2022
West Virginia,Missouri,0,2022
Wisconsin,Missouri,2679,2022
Wyoming,Missouri,665,2022
Alabama,Montana,150,2022
Alaska,Montana,1160,2022
Arizona,Montana,4455,2022
Arkansas,Montana,238,2022
California,Montana,2432,2022
Colorado,Montana,924,2022
Connecticut,Montana,40,2022
Delaware,Montana,0,2022
District of Columbia,Montana,0,2022
Florida,Montana,1302,2022
Georgia,Montana,966,2022
Hawaii,Montana,170,2022
Idaho,Montana,1250,2022
Illinois,Montana,242,2022
Indiana,Montana,401,2022
Iowa,Montana,199,2022
Kansas,Montana,47,2022
Kentucky,Montana,154,2022
Louisiana,Montana,0,2022
Maine,Montana,475,2022
Maryland,Montana,74,2022
Massachusetts,Montana,351,2022
Michigan,Montana,745,2022
Minnesota,Montana,1459,2022
Mississippi,Montana,0,2022
Missouri,Montana,0,2022
Nebraska,Montana,425,2022
Nevada,Montana,691,2022
New Hampshire,Montana,83,2022
New Jersey,Montana,0,2022
New Mexico,Montana,313,2022
New York,Montana,1092,2022
North Carolina,Montana,231,2022
North Dakota,Montana,2496,2022
Ohio,Montana,238,2022
Oklahoma,Montana,729,2022
Oregon,Montana,2723,2022
Pennsylvania,Montana,593,2022
Rhode Island,Montana,0,2022
South Carolina,Montana,778,2022
South Dakota,Montana,1363,2022
Tennessee,Montana,556,2022
Texas,Montana,2224,2022
Utah,Montana,709,2022
Vermont,Montana,327,2022
Virginia,Montana,534,2022
Washington,Montana,3245,2022
West Virginia,Montana,384,2022
Wisconsin,Montana,339,2022
Wyoming,Montana,1176,2022
Alabama,Nebraska,102,2022
Alaska,Nebraska,0,2022
Arizona,Nebraska,1972,2022
Arkansas,Nebraska,270,2022
California,Nebraska,3047,2022
Colorado,Nebraska,3759,2022
Connecticut,Nebraska,78,2022
Delaware,Nebraska,0,2022
District of Columbia,Nebraska,55,2022
Florida,Nebraska,2779,2022
Georgia,Nebraska,712,2022
Hawaii,Nebraska,568,2022
Idaho,Nebraska,1066,2022
Illinois,Nebraska,1580,2022
Indiana,Nebraska,446,2022
Iowa,Nebraska,6777,2022
Kansas,Nebraska,3021,2022
Kentucky,Nebraska,412,2022
Louisiana,Nebraska,238,2022
Maine,Nebraska,285,2022
Maryland,Nebraska,37,2022
Massachusetts,Nebraska,222,2022
Michigan,Nebraska,263,2022
Minnesota,Nebraska,3343,2022
Mississippi,Nebraska,932,2022
Missouri,Nebraska,2713,2022
Montana,Nebraska,675,2022
Nevada,Nebraska,462,2022
New Hampshire,Nebraska,0,2022
New Jersey,Nebraska,0,2022
New Mexico,Nebraska,380,2022
New York,Nebraska,640,2022
North Carolina,Nebraska,641,2022
North Dakota,Nebraska,131,2022
Ohio,Nebraska,274,2022
Oklahoma,Nebraska,231,2022
Oregon,Nebraska,726,2022
Pennsylvania,Nebraska,75,2022
Rhode Island,Nebraska,0,2022
South Carolina,Nebraska,54,2022
South Dakota,Nebraska,2109,2022
Tennessee,Nebraska,981,2022
Texas,Nebraska,4296,2022
Utah,Nebraska,233,2022
Vermont,Nebraska,0,2022
Virginia,Nebraska,824,2022
Washington,Nebraska,766,2022
West Virginia,Nebraska,0,2022
Wisconsin,Nebraska,568,2022
Wyoming,Nebraska,729,2022
Alabama,Nevada,188,2022
Alaska,Nevada,256,2022
Arizona,Nevada,8890,2022
Arkansas,Nevada,630,2022
California,Nevada,22183,2022
Colorado,Nevada,2134,2022
Connecticut,Nevada,1073,2022
Delaware,Nevada,437,2022
District of Columbia,Nevada,97,2022
Florida,Nevada,7516,2022
Georgia,Nevada,3357,2022
Hawaii,Nevada,1460,2022
Idaho,Nevada,1894,2022
Illinois,Nevada,1135,2022
Indiana,Nevada,2049,2022
Iowa,Nevada,1033,2022
Kansas,Nevada,971,2022
Kentucky,Nevada,509,2022
Louisiana,Nevada,764,2022
Maine,Nevada,324,2022
Maryland,Nevada,1288,2022
Massachusetts,Nevada,467,2022
Michigan,Nevada,3291,2022
Minnesota,Nevada,2164,2022
Mississippi,Nevada,693,2022
Missouri,Nevada,2291,2022
Montana,Nevada,1281,2022
Nebraska,Nevada,707,2022
New Hampshire,Nevada,496,2022
New Jersey,Nevada,965,2022
New Mexico,Nevada,1621,2022
New York,Nevada,2215,2022
North Carolina,Nevada,4196,2022
North Dakota,Nevada,277,2022
Ohio,Nevada,1334,2022
Oklahoma,Nevada,1989,2022
Oregon,Nevada,2049,2022
Pennsylvania,Nevada,1555,2022
Rhode Island,Nevada,309,2022
South Carolina,Nevada,388,2022
South Dakota,Nevada,838,2022
Tennessee,Nevada,1034,2022
Texas,Nevada,12645,2022
Utah,Nevada,3549,2022
Vermont,Nevada,208,2022
Virginia,Nevada,1536,2022
Washington,Nevada,5524,2022
West Virginia,Nevada,407,2022
Wisconsin,Nevada,1145,2022
Wyoming,Nevada,769,2022
Alabama,New Hampshire,855,2022
Alaska,New Hampshire,62,2022
Arizona,New Hampshire,314,2022
Arkansas,New Hampshire,62,2022
California,New Hampshire,624,2022
Colorado,New Hampshire,975,2022
Connecticut,New Hampshire,708,2022
Delaware,New Hampshire,0,2022
District of Columbia,New Hampshire,304,2022
Florida,New Hampshire,6001,2022
Georgia,New Hampshire,886,2022
Hawaii,New Hampshire,110,2022
Idaho,New Hampshire,61,2022
Illinois,New Hampshire,120,2022
Indiana,New Hampshire,554,2022
Iowa,New Hampshire,49,2022
Kansas,New Hampshire,0,2022
Kentucky,New Hampshire,152,2022
Louisiana,New Hampshire,0,2022
Maine,New Hampshire,5733,2022
Maryland,New Hampshire,572,2022
Massachusetts,New Hampshire,11502,2022
Michigan,New Hampshire,278,2022
Minnesota,New Hampshire,48,2022
Mississippi,New Hampshire,0,2022
Missouri,New Hampshire,441,2022
Montana,New Hampshire,0,2022
Nebraska,New Hampshire,101,2022
Nevada,New Hampshire,85,2022
New Jersey,New Hampshire,157,2022
New Mexico,New Hampshire,210,2022
New York,New Hampshire,3663,2022
North Carolina,New Hampshire,2698,2022
North Dakota,New Hampshire,2,2022
Ohio,New Hampshire,152,2022
Oklahoma,New Hampshire,57,2022
Oregon,New Hampshire,102,2022
Pennsylvania,New Hampshire,1260,2022
Rhode Island,New Hampshire,261,2022
South Carolina,New Hampshire,2191,2022
South Dakota,New Hampshire,0,2022
Tennessee,New Hampshire,528,2022
Texas,New Hampshire,1593,2022
Utah,New Hampshire,208,2022
Vermont,New Hampshire,1826,2022
Virginia,New Hampshire,616,2022
Washington,New Hampshire,731,2022
West Virginia,New Hampshire,0,2022
Wisconsin,New Hampshire,0,2022
Wyoming,New Hampshire,14,2022
Alabama,New Jersey,1207,2022
Alaska,New Jersey,40,2022
Arizona,New Jersey,3626,2022
Arkansas,New Jersey,113,2022
California,New Jersey,13162,2022
Colorado,New Jersey,3928,2022
Connecticut,New Jersey,8087,2022
Delaware,New Jersey,5312,2022
District of Columbia,New Jersey,3093,2022
Florida,New Jersey,47000,2022
Georgia,New Jersey,8295,2022
Hawaii,New Jersey,383,2022
Idaho,New Jersey,173,2022
Illinois,New Jersey,3576,2022
Indiana,New Jersey,1907,2022
Iowa,New Jersey,795,2022
Kansas,New Jersey,108,2022
Kentucky,New Jersey,36,2022
Louisiana,New Jersey,2288,2022
Maine,New Jersey,759,2022
Maryland,New Jersey,6151,2022
Massachusetts,New Jersey,7670,2022
Michigan,New Jersey,3290,2022
Minnesota,New Jersey,829,2022
Mississippi,New Jersey,106,2022
Missouri,New Jersey,2037,2022
Montana,New Jersey,62,2022
Nebraska,New Jersey,318,2022
Nevada,New Jersey,829,2022
New Hampshire,New Jersey,699,2022
New Mexico,New Jersey,844,2022
New York,New Jersey,38771,2022
North Carolina,New Jersey,10750,2022
North Dakota,New Jersey,52,2022
Ohio,New Jersey,6277,2022
Oklahoma,New Jersey,60,2022
Oregon,New Jersey,833,2022
Pennsylvania,New Jersey,40517,2022
Rhode Island,New Jersey,1330,2022
South Carolina,New Jersey,7926,2022
South Dakota,New Jersey,66,2022
Tennessee,New Jersey,3517,2022
Texas,New Jersey,12949,2022
Utah,New Jersey,563,2022
Vermont,New Jersey,1659,2022
Virginia,New Jersey,11155,2022
Washington,New Jersey,2943,2022
West Virginia,New Jersey,290,2022
Wisconsin,New Jersey,704,2022
Wyoming,New Jersey,21,2022
Alabama,New Mexico,536,2022
Alaska,New Mexico,287,2022
Arizona,New Mexico,6263,2022
Arkansas,New Mexico,1275,2022
California,New Mexico,2585,2022
Colorado,New Mexico,3844,2022
Connecticut,New Mexico,60,2022
Delaware,New Mexico,159,2022
District of Columbia,New Mexico,453,2022
Florida,New Mexico,3551,2022
Georgia,New Mexico,1029,2022
Hawaii,New Mexico,429,2022
Idaho,New Mexico,376,2022
Illinois,New Mexico,827,2022
Indiana,New Mexico,825,2022
Iowa,New Mexico,232,2022
Kansas,New Mexico,477,2022
Kentucky,New Mexico,287,2022
Louisiana,New Mexico,191,2022
Maine,New Mexico,87,2022
Maryland,New Mexico,794,2022
Massachusetts,New Mexico,330,2022
Michigan,New Mexico,685,2022
Minnesota,New Mexico,671,2022
Mississippi,New Mexico,0,2022
Missouri,New Mexico,744,2022
Montana,New Mexico,582,2022
Nebraska,New Mexico,141,2022
Nevada,New Mexico,591,2022
New Hampshire,New Mexico,0,2022
New Jersey,New Mexico,228,2022
New York,New Mexico,455,2022
North Carolina,New Mexico,936,2022
North Dakota,New Mexico,1281,2022
Ohio,New Mexico,264,2022
