destination,origin,flow,year
New Jersey,West Virginia,304,2018
New Mexico,West Virginia,204,2018
New York,West Virginia,1126,2018
North Carolina,West Virginia,4624,2018
North Dakota,West Virginia,0,2018
Ohio,West Virginia,6260,2018
Oklahoma,West Virginia,0,2018
Oregon,West Virginia,185,2018
Pennsylvania,West Virginia,5485,2018
Rhode Island,West Virginia,0,2018
South Carolina,West Virginia,1299,2018
South Dakota,West Virginia,0,2018
Tennessee,West Virginia,1705,2018
Texas,West Virginia,924,2018
Utah,West Virginia,75,2018
Vermont,West Virginia,0,2018
Virginia,West Virginia,2423,2018
Washington,West Virginia,182,2018
Wisconsin,West Virginia,265,2018
Wyoming,West Virginia,118,2018
Alabama,Wisconsin,996,2018
Alaska,Wisconsin,340,2018
Arizona,Wisconsin,7788,2018
Arkansas,Wisconsin,130,2018
California,Wisconsin,5364,2018
Colorado,Wisconsin,3100,2018
Connecticut,Wisconsin,328,2018
Delaware,Wisconsin,0,2018
District of Columbia,Wisconsin,346,2018
Florida,Wisconsin,7573,2018
Georgia,Wisconsin,2627,2018
Hawaii,Wisconsin,142,2018
Idaho,Wisconsin,42,2018
Illinois,Wisconsin,13965,2018
Indiana,Wisconsin,3228,2018
Iowa,Wisconsin,4333,2018
Kansas,Wisconsin,948,2018
Kentucky,Wisconsin,935,2018
Louisiana,Wisconsin,407,2018
Maine,Wisconsin,102,2018
Maryland,Wisconsin,1731,2018
Massachusetts,Wisconsin,703,2018
Michigan,Wisconsin,3613,2018
Minnesota,Wisconsin,15270,2018
Mississippi,Wisconsin,1243,2018
Missouri,Wisconsin,1546,2018
Montana,Wisconsin,774,2018
Nebraska,Wisconsin,336,2018
Nevada,Wisconsin,1151,2018
New Hampshire,Wisconsin,198,2018
New Jersey,Wisconsin,505,2018
New Mexico,Wisconsin,285,2018
New York,Wisconsin,1935,2018
North Carolina,Wisconsin,1920,2018
North Dakota,Wisconsin,475,2018
Ohio,Wisconsin,2778,2018
Oklahoma,Wisconsin,392,2018
Oregon,Wisconsin,419,2018
Pennsylvania,Wisconsin,1725,2018
Rhode Island,Wisconsin,77,2018
South Carolina,Wisconsin,1643,2018
South Dakota,Wisconsin,37,2018
Tennessee,Wisconsin,1492,2018
Texas,Wisconsin,5844,2018
Utah,Wisconsin,1346,2018
Vermont,Wisconsin,179,2018
Virginia,Wisconsin,1631,2018
Washington,Wisconsin,3381,2018
West Virginia,Wisconsin,437,2018
Wyoming,Wisconsin,29,2018
Alabama,Wyoming,74,2018
Alaska,Wyoming,192,2018
Arizona,Wyoming,929,2018
Arkansas,Wyoming,0,2018
California,Wyoming,1526,2018
Colorado,Wyoming,1951,2018
Connecticut,Wyoming,0,2018
Delaware,Wyoming,0,2018
District of Columbia,Wyoming,68,2018
Florida,Wyoming,744,2018
Georgia,Wyoming,1339,2018
Hawaii,Wyoming,178,2018
Idaho,Wyoming,856,2018
Illinois,Wyoming,93,2018
Indiana,Wyoming,1008,2018
Iowa,Wyoming,240,2018
Kansas,Wyoming,606,2018
Kentucky,Wyoming,0,2018
Louisiana,Wyoming,97,2018
Maine,Wyoming,0,2018
Maryland,Wyoming,147,2018
Massachusetts,Wyoming,44,2018
Michigan,Wyoming,101,2018
Minnesota,Wyoming,424,2018
Mississippi,Wyoming,747,2018
Missouri,Wyoming,610,2018
Montana,Wyoming,1949,2018
Nebraska,Wyoming,960,2018
Nevada,Wyoming,791,2018
New Hampshire,Wyoming,0,2018
New Jersey,Wyoming,0,2018
New Mexico,Wyoming,248,2018
New York,Wyoming,18,2018
North Carolina,Wyoming,1046,2018
North Dakota,Wyoming,290,2018
Ohio,Wyoming,75,2018
Oklahoma,Wyoming,641,2018
Oregon,Wyoming,1277,2018
Pennsylvania,Wyoming,156,2018
Rhode Island,Wyoming,0,2018
South Carolina,Wyoming,266,2018
South Dakota,Wyoming,651,2018
Tennessee,Wyoming,121,2018
Texas,Wyoming,2327,2018
Utah,Wyoming,1534,2018
Vermont,Wyoming,45,2018
Virginia,Wyoming,266,2018
Washington,Wyoming,1237,2018
West Virginia,Wyoming,0,2018
Wisconsin,Wyoming,206,2018
Alaska,Alabama,260,2019
Arizona,Alabama,1750,2019
Arkansas,Alabama,636,2019
California,Alabama,3310,2019
Colorado,Alabama,3422,2019
Connecticut,Alabama,248,2019
Delaware,Alabama,0,2019
District of Columbia,Alabama,462,2019
Florida,Alabama,15153,2019
Georgia,Alabama,14169,2019
Hawaii,Alabama,502,2019
Idaho,Alabama,19,2019
Illinois,Alabama,1658,2019
Indiana,Alabama,1481,2019
Iowa,Alabama,70,2019
Kansas,Alabama,1021,2019
Kentucky,Alabama,4390,2019
Louisiana,Alabama,2567,2019
Maine,Alabama,73,2019
Maryland,Alabama,1597,2019
Massachusetts,Alabama,1099,2019
Michigan,Alabama,1997,2019
Minnesota,Alabama,433,2019
Mississippi,Alabama,3512,2019
Missouri,Alabama,2246,2019
Montana,Alabama,400,2019
Nebraska,Alabama,812,2019
Nevada,Alabama,239,2019
New Hampshire,Alabama,379,2019
New Jersey,Alabama,357,2019
New Mexico,Alabama,751,2019
New York,Alabama,851,2019
North Carolina,Alabama,4697,2019
North Dakota,Alabama,0,2019
Ohio,Alabama,1203,2019
Oklahoma,Alabama,241,2019
Oregon,Alabama,162,2019
Pennsylvania,Alabama,1898,2019
Rhode Island,Alabama,0,2019
South Carolina,Alabama,873,2019
South Dakota,Alabama,339,2019
Tennessee,Alabama,6294,2019
Texas,Alabama,8791,2019
Utah,Alabama,1027,2019
Vermont,Alabama,77,2019
Virginia,Alabama,4028,2019
Washington,Alabama,1060,2019
West Virginia,Alabama,245,2019
Wisconsin,Alabama,678,2019
Wyoming,Alabama,1227,2019
Alabama,Alaska,1105,2019
Arizona,Alaska,1561,2019
Arkansas,Alaska,98,2019
California,Alaska,5064,2019
Colorado,Alaska,862,2019
Connecticut,Alaska,220,2019
Delaware,Alaska,294,2019
District of Columbia,Alaska,338,2019
Florida,Alaska,4906,2019
Georgia,Alaska,1378,2019
Hawaii,Alaska,907,2019
Idaho,Alaska,674,2019
Illinois,Alaska,135,2019
Indiana,Alaska,184,2019
Iowa,Alaska,425,2019
Kansas,Alaska,7,2019
Kentucky,Alaska,855,2019
Louisiana,Alaska,1194,2019
Maine,Alaska,318,2019
Maryland,Alaska,0,2019
Massachusetts,Alaska,553,2019
Michigan,Alaska,222,2019
Minnesota,Alaska,1240,2019
Mississippi,Alaska,80,2019
Missouri,Alaska,927,2019
Montana,Alaska,1124,2019
Nebraska,Alaska,127,2019
Nevada,Alaska,2850,2019
New Hampshire,Alaska,392,2019
New Jersey,Alaska,457,2019
New Mexico,Alaska,950,2019
New York,Alaska,596,2019
North Carolina,Alaska,1568,2019
North Dakota,Alaska,214,2019
Ohio,Alaska,468,2019
Oklahoma,Alaska,188,2019
Oregon,Alaska,2068,2019
Pennsylvania,Alaska,1008,2019
Rhode Island,Alaska,0,2019
South Carolina,Alaska,680,2019
South Dakota,Alaska,14,2019
Tennessee,Alaska,1506,2019
Texas,Alaska,4622,2019
Utah,Alaska,526,2019
Vermont,Alaska,402,2019
Virginia,Alaska,1256,2019
Washington,Alaska,4255,2019
West Virginia,Alaska,192,2019
Wisconsin,Alaska,1070,2019
Wyoming,Alaska,54,2019
Alabama,Arizona,904,2019
Alaska,Arizona,886,2019
Arkansas,Arizona,692,2019
California,Arizona,28226,2019
Colorado,Arizona,10616,2019
Connecticut,Arizona,441,2019
Delaware,Arizona,0,2019
District of Columbia,Arizona,291,2019
Florida,Arizona,7054,2019
Georgia,Arizona,2362,2019
Hawaii,Arizona,803,2019
Idaho,Arizona,5018,2019
Illinois,Arizona,5054,2019
Indiana,Arizona,4067,2019
Iowa,Arizona,2175,2019
Kansas,Arizona,2367,2019
Kentucky,Arizona,990,2019
Louisiana,Arizona,1357,2019
Maine,Arizona,317,2019
Maryland,Arizona,1770,2019
Massachusetts,Arizona,1228,2019
Michigan,Arizona,3447,2019
Minnesota,Arizona,1748,2019
Mississippi,Arizona,495,2019
Missouri,Arizona,3184,2019
Montana,Arizona,1271,2019
Nebraska,Arizona,1968,2019
Nevada,Arizona,8636,2019
New Hampshire,Arizona,970,2019
New Jersey,Arizona,806,2019
New Mexico,Arizona,4255,2019
New York,Arizona,2185,2019
North Carolina,Arizona,5319,2019
North Dakota,Arizona,945,2019
Ohio,Arizona,3591,2019
Oklahoma,Arizona,2962,2019
Oregon,Arizona,6540,2019
Pennsylvania,Arizona,3104,2019
Rhode Island,Arizona,423,2019
South Carolina,Arizona,1704,2019
South Dakota,Arizona,650,2019
Tennessee,Arizona,1457,2019
Texas,Arizona,21205,2019
Utah,Arizona,6301,2019
Vermont,Arizona,41,2019
Virginia,Arizona,2513,2019
Washington,Arizona,8263,2019
West Virginia,Arizona,356,2019
Wisconsin,Arizona,1917,2019
Wyoming,Arizona,757,2019
Alabama,Arkansas,813,2019
Alaska,Arkansas,12,2019
Arizona,Arkansas,1022,2019
California,Arkansas,3104,2019
Colorado,Arkansas,1022,2019
Connecticut,Arkansas,0,2019
Delaware,Arkansas,0,2019
District of Columbia,Arkansas,0,2019
Florida,Arkansas,3544,2019
Georgia,Arkansas,3322,2019
Hawaii,Arkansas,169,2019
Idaho,Arkansas,386,2019
Illinois,Arkansas,1202,2019
Indiana,Arkansas,1056,2019
Iowa,Arkansas,188,2019
Kansas,Arkansas,1830,2019
Kentucky,Arkansas,521,2019
Louisiana,Arkansas,2497,2019
Maine,Arkansas,183,2019
Maryland,Arkansas,274,2019
Massachusetts,Arkansas,0,2019
Michigan,Arkansas,464,2019
Minnesota,Arkansas,296,2019
Mississippi,Arkansas,2625,2019
Missouri,Arkansas,4768,2019
Montana,Arkansas,68,2019
Nebraska,Arkansas,273,2019
Nevada,Arkansas,356,2019
New Hampshire,Arkansas,154,2019
New Jersey,Arkansas,261,2019
New Mexico,Arkansas,416,2019
New York,Arkansas,1130,2019
North Carolina,Arkansas,1976,2019
North Dakota,Arkansas,46,2019
Ohio,Arkansas,1195,2019
Oklahoma,Arkansas,7421,2019
Oregon,Arkansas,425,2019
Pennsylvania,Arkansas,502,2019
Rhode Island,Arkansas,0,2019
South Carolina,Arkansas,579,2019
South Dakota,Arkansas,141,2019
Tennessee,Arkansas,5252,2019
Texas,Arkansas,12341,2019
Utah,Arkansas,888,2019
Vermont,Arkansas,0,2019
Virginia,Arkansas,1011,2019
Washington,Arkansas,83,2019
West Virginia,Arkansas,120,2019
Wisconsin,Arkansas,290,2019
Wyoming,Arkansas,298,2019
Alabama,California,3690,2019
Alaska,California,2547,2019
Arizona,California,59713,2019
Arkansas,California,4967,2019
Colorado,California,29350,2019
Connecticut,California,4049,2019
Delaware,California,161,2019
District of Columbia,California,3437,2019
Florida,California,28628,2019
Georgia,California,15437,2019
Hawaii,California,10954,2019
Idaho,California,17722,2019
Illinois,California,14692,2019
Indiana,California,7255,2019
Iowa,California,5819,2019
Kansas,California,4957,2019
Kentucky,California,3410,2019
Louisiana,California,4228,2019
Maine,California,1644,2019
Maryland,California,10092,2019
Massachusetts,California,11430,2019
Michigan,California,8672,2019
Minnesota,California,6232,2019
Mississippi,California,3024,2019
Missouri,California,7970,2019
Montana,California,5298,2019
Nebraska,California,2035,2019
Nevada,California,47322,2019
New Hampshire,California,1110,2019
New Jersey,California,9155,2019
New Mexico,California,5915,2019
New York,California,24332,2019
North Carolina,California,18023,2019
North Dakota,California,404,2019
Ohio,California,12277,2019
Oklahoma,California,7408,2019
Oregon,California,37927,2019
Pennsylvania,California,13048,2019
Rhode Island,California,1854,2019
South Carolina,California,7785,2019
South Dakota,California,1778,2019
Tennessee,California,11874,2019
Texas,California,82235,2019
Utah,California,17821,2019
Vermont,California,1048,2019
Virginia,California,16994,2019
Washington,California,46791,2019
West Virginia,California,940,2019
Wisconsin,California,6886,2019
Wyoming,California,3211,2019
Alabama,Colorado,2042,2019
Alaska,Colorado,685,2019
Arizona,Colorado,14684,2019
Arkansas,Colorado,1585,2019
California,Colorado,15085,2019
Connecticut,Colorado,1165,2019
Delaware,Colorado,530,2019
District of Columbia,Colorado,870,2019
Florida,Colorado,13656,2019
Georgia,Colorado,2904,2019
Hawaii,Colorado,2190,2019
Idaho,Colorado,3970,2019
Illinois,Colorado,3455,2019
Indiana,Colorado,2050,2019
Iowa,Colorado,4472,2019
Kansas,Colorado,7224,2019
Kentucky,Colorado,1177,2019
Louisiana,Colorado,1881,2019
Maine,Colorado,982,2019
Maryland,Colorado,1960,2019
Massachusetts,Colorado,2094,2019
Michigan,Colorado,2459,2019
Minnesota,Colorado,3647,2019
Mississippi,Colorado,421,2019
Missouri,Colorado,4032,2019
Montana,Colorado,3831,2019
Nebraska,Colorado,2816,2019
Nevada,Colorado,3206,2019
New Hampshire,Colorado,372,2019
New Jersey,Colorado,3314,2019
New Mexico,Colorado,5038,2019
New York,Colorado,5754,2019
North Carolina,Colorado,6089,2019
North Dakota,Colorado,585,2019
Ohio,Colorado,3905,2019
Oklahoma,Colorado,9020,2019
Oregon,Colorado,5730,2019
Pennsylvania,Colorado,1631,2019
Rhode Island,Colorado,238,2019
South Carolina,Colorado,1506,2019
South Dakota,Colorado,818,2019
Tennessee,Colorado,4674,2019
Texas,Colorado,18189,2019
Utah,Colorado,7856,2019
Vermont,Colorado,687,2019
Virginia,Colorado,4588,2019
Washington,Colorado,6829,2019
West Virginia,Colorado,266,2019
Wisconsin,Colorado,3125,2019
Wyoming,Colorado,3129,2019
Alabama,Connecticut,705,2019
Alaska,Connecticut,153,2019
Arizona,Connecticut,895,2019
Arkansas,Connecticut,87,2019
California,Connecticut,4067,2019
Colorado,Connecticut,942,2019
Delaware,Connecticut,415,2019
District of Columbia,Connecticut,1298,2019
Florida,Connecticut,13227,2019
Georgia,Connecticut,2927,2019
Hawaii,Connecticut,414,2019
Idaho,Connecticut,247,2019
Illinois,Connecticut,1783,2019
Indiana,Connecticut,2165,2019
Iowa,Connecticut,142,2019
Kansas,Connecticut,208,2019
Kentucky,Connecticut,310,2019
Louisiana,Connecticut,109,2019
Maine,Connecticut,3092,2019
Maryland,Connecticut,1885,2019
Massachusetts,Connecticut,11690,2019
Michigan,Connecticut,1569,2019
Minnesota,Connecticut,386,2019
Mississippi,Connecticut,0,2019
Missouri,Connecticut,997,2019
Montana,Connecticut,346,2019
Nebraska,Connecticut,261,2019
Nevada,Connecticut,694,2019
New Hampshire,Connecticut,1701,2019
New Jersey,Connecticut,3484,2019
New Mexico,Connecticut,598,2019
New York,Connecticut,15040,2019
North Carolina,Connecticut,5840,2019
North Dakota,Connecticut,65,2019
Ohio,Connecticut,3076,2019
Oklahoma,Connecticut,430,2019
Oregon,Connecticut,377,2019
Pennsylvania,Connecticut,4853,2019
Rhode Island,Connecticut,2561,2019
South Carolina,Connecticut,2880,2019
South Dakota,Connecticut,0,2019
Tennessee,Connecticut,740,2019
Texas,Connecticut,2085,2019
Utah,Connecticut,2830,2019
Vermont,Connecticut,798,2019
Virginia,Connecticut,2838,2019
Washington,Connecticut,3098,2019
West Virginia,Connecticut,0,2019
Wisconsin,Connecticut,826,2019
Wyoming,Connecticut,109,2019
Alabama,Delaware,0,2019
Alaska,Delaware,224,2019
Arizona,Delaware,653,2019
Arkansas,Delaware,0,2019
California,Delaware,1630,2019
Colorado,Delaware,0,2019
Connecticut,Delaware,45,2019
District of Columbia,Delaware,0,2019
Florida,Delaware,3083,2019
Georgia,Delaware,1076,2019
Hawaii,Delaware,0,2019
Idaho,Delaware,58,2019
Illinois,Delaware,213,2019
Indiana,Delaware,48,2019
Iowa,Delaware,0,2019
Kansas,Delaware,379,2019
Kentucky,Delaware,0,2019
Louisiana,Delaware,0,2019
Maine,Delaware,675,2019
Maryland,Delaware,5429,2019
Massachusetts,Delaware,13,2019
Michigan,Delaware,0,2019
Minnesota,Delaware,6,2019
Mississippi,Delaware,0,2019
Missouri,Delaware,160,2019
Montana,Delaware,0,2019
Nebraska,Delaware,9,2019
Nevada,Delaware,0,2019
New Hampshire,Delaware,106,2019
New Jersey,Delaware,1066,2019
New Mexico,Delaware,108,2019
New York,Delaware,1655,2019
North Carolina,Delaware,1595,2019
North Dakota,Delaware,0,2019
Ohio,Delaware,205,2019
Oklahoma,Delaware,0,2019
Oregon,Delaware,0,2019
Pennsylvania,Delaware,6387,2019
Rhode Island,Delaware,16,2019
South Carolina,Delaware,595,2019
South Dakota,Delaware,0,2019
Tennessee,Delaware,689,2019
Texas,Delaware,930,2019
Utah,Delaware,0,2019
Vermont,Delaware,0,2019
Virginia,Delaware,1187,2019
Washington,Delaware,0,2019
West Virginia,Delaware,127,2019
Wisconsin,Delaware,0,2019
Wyoming,Delaware,0,2019
Alabama,District of Columbia,248,2019
Alaska,District of Columbia,69,2019
Arizona,District of Columbia,239,2019
Arkansas,District of Columbia,295,2019
California,District of Columbia,3075,2019
Colorado,District of Columbia,259,2019
Connecticut,District of Columbia,313,2019
Delaware,District of Columbia,442,2019
Florida,District of Columbia,2705,2019
Georgia,District of Columbia,934,2019
Hawaii,District of Columbia,189,2019
Idaho,District of Columbia,0,2019
Illinois,District of Columbia,865,2019
Indiana,District of Columbia,251,2019
Iowa,District of Columbia,7,2019
Kansas,District of Columbia,266,2019
Kentucky,District of Columbia,133,2019
Louisiana,District of Columbia,31,2019
Maine,District of Columbia,210,2019
Maryland,District of Columbia,17718,2019
Massachusetts,District of Columbia,956,2019
Michigan,District of Columbia,214,2019
Minnesota,District of Columbia,209,2019
Mississippi,District of Columbia,28,2019
Missouri,District of Columbia,74,2019
Montana,District of Columbia,0,2019
Nebraska,District of Columbia,0,2019
Nevada,District of Columbia,259,2019
New Hampshire,District of Columbia,661,2019
New Jersey,District of Columbia,629,2019
New Mexico,District of Columbia,32,2019
New York,District of Columbia,3325,2019
North Carolina,District of Columbia,1700,2019
North Dakota,District of Columbia,0,2019
Ohio,District of Columbia,306,2019
Oklahoma,District of Columbia,0,2019
Oregon,District of Columbia,135,2019
Pennsylvania,District of Columbia,1978,2019
Rhode Island,District of Columbia,0,2019
South Carolina,District of Columbia,454,2019
South Dakota,District of Columbia,0,2019
Tennessee,District of Columbia,157,2019
Texas,District of Columbia,711,2019
Utah,District of Columbia,252,2019
Vermont,District of Columbia,253,2019
Virginia,District of Columbia,9540,2019
Washington,District of Columbia,1510,2019
West Virginia,District of Columbia,154,2019
Wisconsin,District of Columbia,298,2019
Wyoming,District of Columbia,0,2019
Alabama,Florida,15519,2019
Alaska,Florida,2473,2019
Arizona,Florida,7358,2019
Arkansas,Florida,2118,2019
California,Florida,22692,2019
Colorado,Florida,14124,2019
Connecticut,Florida,7501,2019
Delaware,Florida,939,2019
District of Columbia,Florida,1496,2019
Georgia,Florida,46235,2019
Hawaii,Florida,1858,2019
Idaho,Florida,895,2019
Illinois,Florida,14534,2019
Indiana,Florida,11926,2019
Iowa,Florida,4397,2019
Kansas,Florida,3828,2019
Kentucky,Florida,7139,2019
Louisiana,Florida,5296,2019
Maine,Florida,2797,2019
Maryland,Florida,7766,2019
Massachusetts,Florida,10360,2019
Michigan,Florida,9941,2019
Minnesota,Florida,4070,2019
Mississippi,Florida,4712,2019
Missouri,Florida,6848,2019
Montana,Florida,1715,2019
Nebraska,Florida,1474,2019
Nevada,Florida,5429,2019
New Hampshire,Florida,1182,2019
New Jersey,Florida,12032,2019
New Mexico,Florida,1804,2019
New York,Florida,18976,2019
North Carolina,Florida,30032,2019
North Dakota,Florida,1168,2019
Ohio,Florida,16590,2019
Oklahoma,Florida,4109,2019
Oregon,Florida,4218,2019
Pennsylvania,Florida,19629,2019
Rhode Island,Florida,3084,2019
South Carolina,Florida,14136,2019
South Dakota,Florida,550,2019
Tennessee,Florida,21539,2019
Texas,Florida,41238,2019
Utah,Florida,2451,2019
Vermont,Florida,637,2019
Virginia,Florida,21432,2019
Washington,Florida,7925,2019
West Virginia,Florida,3052,2019
Wisconsin,Florida,5168,2019
Wyoming,Florida,909,2019
Alabama,Georgia,13993,2019
Alaska,Georgia,743,2019
Arizona,Georgia,3947,2019
Arkansas,Georgia,1352,2019
California,Georgia,14496,2019
Colorado,Georgia,6985,2019
Connecticut,Georgia,1266,2019
Delaware,Georgia,344,2019
District of Columbia,Georgia,1190,2019
Florida,Georgia,49681,2019
Hawaii,Georgia,1836,2019
Idaho,Georgia,397,2019
Illinois,Georgia,3610,2019
Indiana,Georgia,2117,2019
Iowa,Georgia,498,2019
Kansas,Georgia,3105,2019
Kentucky,Georgia,3740,2019
Louisiana,Georgia,2809,2019
Maine,Georgia,244,2019
Maryland,Georgia,3720,2019
Massachusetts,Georgia,4290,2019
Michigan,Georgia,5249,2019
Minnesota,Georgia,1862,2019
Mississippi,Georgia,2271,2019
Missouri,Georgia,5492,2019
Montana,Georgia,149,2019
Nebraska,Georgia,358,2019
Nevada,Georgia,1432,2019
New Hampshire,Georgia,216,2019
New Jersey,Georgia,1915,2019
New Mexico,Georgia,1019,2019
New York,Georgia,5938,2019
North Carolina,Georgia,19017,2019
North Dakota,Georgia,903,2019
Ohio,Georgia,7669,2019
Oklahoma,Georgia,1888,2019
Oregon,Georgia,848,2019
Pennsylvania,Georgia,7481,2019
Rhode Island,Georgia,84,2019
South Carolina,Georgia,16644,2019
South Dakota,Georgia,436,2019
Tennessee,Georgia,12668,2019
Texas,Georgia,24209,2019
Utah,Georgia,668,2019
Vermont,Georgia,285,2019
Virginia,Georgia,9246,2019
Washington,Georgia,2611,2019
West Virginia,Georgia,658,2019
Wisconsin,Georgia,1783,2019
Wyoming,Georgia,203,2019
Alabama,Hawaii,668,2019
Alaska,Hawaii,217,2019
Arizona,Hawaii,4942,2019
Arkansas,Hawaii,118,2019
California,Hawaii,11985,2019
Colorado,Hawaii,2782,2019
Connecticut,Hawaii,912,2019
Delaware,Hawaii,0,2019
District of Columbia,Hawaii,0,2019
Florida,Hawaii,4103,2019
Georgia,Hawaii,2069,2019
Idaho,Hawaii,599,2019
Illinois,Hawaii,767,2019
Indiana,Hawaii,90,2019
Iowa,Hawaii,71,2019
Kansas,Hawaii,167,2019
Kentucky,Hawaii,804,2019
Louisiana,Hawaii,175,2019
Maine,Hawaii,372,2019
Maryland,Hawaii,1059,2019
Massachusetts,Hawaii,449,2019
Michigan,Hawaii,1124,2019
Minnesota,Hawaii,30,2019
Mississippi,Hawaii,221,2019
Missouri,Hawaii,875,2019
Montana,Hawaii,32,2019
Nebraska,Hawaii,438,2019
Nevada,Hawaii,3612,2019
New Hampshire,Hawaii,153,2019
New Jersey,Hawaii,218,2019
New Mexico,Hawaii,949,2019
New York,Hawaii,1301,2019
North Carolina,Hawaii,2955,2019
North Dakota,Hawaii,0,2019
Ohio,Hawaii,587,2019
Oklahoma,Hawaii,1531,2019
Oregon,Hawaii,2798,2019
Pennsylvania,Hawaii,1325,2019
Rhode Island,Hawaii,0,2019
South Carolina,Hawaii,1280,2019
South Dakota,Hawaii,131,2019
Tennessee,Hawaii,522,2019
Texas,Hawaii,6977,2019
Utah,Hawaii,773,2019
Vermont,Hawaii,2,2019
Virginia,Hawaii,1807,2019
Washington,Hawaii,5855,2019
West Virginia,Hawaii,256,2019
Wisconsin,Hawaii,283,2019
Wyoming,Hawaii,33,2019
Alabama,Idaho,0,2019
Alaska,Idaho,1644,2019
Arizona,Idaho,2961,2019
Arkansas,Idaho,157,2019
California,Idaho,4372,2019
Colorado,Idaho,798,2019
Connecticut,Idaho,0,2019
Delaware,Idaho,0,2019
District of Columbia,Idaho,28,2019
Florida,Idaho,1032,2019
Georgia,Idaho,159,2019
Hawaii,Idaho,1294,2019
Illinois,Idaho,106,2019
Indiana,Idaho,0,2019
Iowa,Idaho,1382,2019
Kansas,Idaho,76,2019
Kentucky,Idaho,0,2019
Louisiana,Idaho,142,2019
Maine,Idaho,21,2019
Maryland,Idaho,0,2019
Massachusetts,Idaho,162,2019
Michigan,Idaho,205,2019
Minnesota,Idaho,850,2019
Mississippi,Idaho,135,2019
Missouri,Idaho,1066,2019
Montana,Idaho,2197,2019
Nebraska,Idaho,386,2019
Nevada,Idaho,1660,2019
New Hampshire,Idaho,126,2019
New Jersey,Idaho,73,2019
New Mexico,Idaho,318,2019
New York,Idaho,138,2019
North Carolina,Idaho,476,2019
North Dakota,Idaho,60,2019
Ohio,Idaho,327,2019
Oklahoma,Idaho,429,2019
Oregon,Idaho,5623,2019
Pennsylvania,Idaho,183,2019
Rhode Island,Idaho,0,2019
South Carolina,Idaho,754,2019
South Dakota,Idaho,112,2019
Tennessee,Idaho,532,2019
Texas,Idaho,2836,2019
Utah,Idaho,6752,2019
Vermont,Idaho,81,2019
Virginia,Idaho,659,2019
Washington,Idaho,12599,2019
West Virginia,Idaho,30,2019
Wisconsin,Idaho,93,2019
Wyoming,Idaho,1792,2019
Alabama,Illinois,1962,2019
Alaska,Illinois,952,2019
Arizona,Illinois,10915,2019
Arkansas,Illinois,1308,2019
California,Illinois,24085,2019
Colorado,Illinois,10153,2019
Connecticut,Illinois,1389,2019
Delaware,Illinois,562,2019
District of Columbia,Illinois,1361,2019
Florida,Illinois,24425,2019
Georgia,Illinois,14438,2019
Hawaii,Illinois,568,2019
Idaho,Illinois,268,2019
Indiana,Illinois,36328,2019
Iowa,Illinois,10843,2019
Kansas,Illinois,2449,2019
Kentucky,Illinois,4843,2019
Louisiana,Illinois,712,2019
Maine,Illinois,436,2019
Maryland,Illinois,1929,2019
Massachusetts,Illinois,4050,2019
Michigan,Illinois,10177,2019
Minnesota,Illinois,8348,2019
Mississippi,Illinois,3133,2019
Missouri,Illinois,17366,2019
Montana,Illinois,1045,2019
Nebraska,Illinois,1158,2019
Nevada,Illinois,4239,2019
New Hampshire,Illinois,390,2019
New Jersey,Illinois,1854,2019
New Mexico,Illinois,836,2019
New York,Illinois,6447,2019
North Carolina,Illinois,6527,2019
North Dakota,Illinois,451,2019
Ohio,Illinois,7615,2019
Oklahoma,Illinois,2401,2019
Oregon,Illinois,1602,2019
Pennsylvania,Illinois,3996,2019
Rhode Island,Illinois,624,2019
South Carolina,Illinois,4210,2019
South Dakota,Illinois,1300,2019
Tennessee,Illinois,8607,2019
Texas,Illinois,23747,2019
Utah,Illinois,4238,2019
Vermont,Illinois,670,2019
Virginia,Illinois,6562,2019
Washington,Illinois,3829,2019
West Virginia,Illinois,380,2019
Wisconsin,Illinois,22402,2019
Wyoming,Illinois,49,2019
Alabama,Indiana,3451,2019
Alaska,Indiana,0,2019
Arizona,Indiana,3156,2019
Arkansas,Indiana,438,2019
California,Indiana,4923,2019
Colorado,Indiana,3114,2019
Connecticut,Indiana,309,2019
Delaware,Indiana,0,2019
District of Columbia,Indiana,427,2019
Florida,Indiana,18175,2019
Georgia,Indiana,3020,2019
Hawaii,Indiana,318,2019
Idaho,Indiana,454,2019
Illinois,Indiana,17156,2019
Iowa,Indiana,836,2019
Kansas,Indiana,1609,2019
Kentucky,Indiana,11424,2019
Louisiana,Indiana,258,2019
Maine,Indiana,151,2019
Maryland,Indiana,512,2019
Massachusetts,Indiana,1366,2019
Michigan,Indiana,11026,2019
Minnesota,Indiana,2085,2019
Mississippi,Indiana,234,2019
Missouri,Indiana,5811,2019
Montana,Indiana,84,2019
Nebraska,Indiana,448,2019
Nevada,Indiana,594,2019
New Hampshire,Indiana,524,2019
New Jersey,Indiana,664,2019
New Mexico,Indiana,368,2019
New York,Indiana,1470,2019
North Carolina,Indiana,5646,2019
North Dakota,Indiana,174,2019
Ohio,Indiana,12714,2019
Oklahoma,Indiana,2397,2019
Oregon,Indiana,681,2019
Pennsylvania,Indiana,2276,2019
Rhode Island,Indiana,150,2019
South Carolina,Indiana,1596,2019
South Dakota,Indiana,771,2019
Tennessee,Indiana,5630,2019
Texas,Indiana,6244,2019
Utah,Indiana,2256,2019
Vermont,Indiana,99,2019
